policy_id,insured_id,sub_sector,primary_regulator,region,inception_date,expiration_date,policy_year,revenue_mm,employees,assets_mm,limit_mm,retention_mm,premium_usd,has_trading_desk,processes_payments,custodial_aum_bn,core_banking_vendor,n_third_party_vendors,cloud_provider_primary,mfa_coverage_pct,edr_deployed,soc_24_7,control_maturity_nist,prior_incidents_3yr,n_claims,total_loss,bi_loss,n_findings,n_high_sev,n_med_sev,had_claim,log_revenue
POL-2021197,INS-10097,Fintech-Lending,State,Midwest,2020-05-09,2021-05-09,2020,250.0,806,398.8,10,0.38,498703,False,False,0.0,,23,On-Prem,71.6,True,False,2.8,0,0.0,0.0,0.0,4.0,0.0,2.0,0,5.5254529391317835
POL-2021198,INS-10098,Hedge Fund,FRB,Southeast,2023-02-04,2024-02-04,2023,354.3,627,955.3,50,1.251,1757665,True,False,0.0,,91,GCP,78.3,True,False,5.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0,5.872962503026981
POL-2021199,INS-10099,Fintech-Payments,State,National,2020-04-21,2021-04-21,2020,296.5,1302,838.6,5,0.154,462044,False,True,0.0,,13,Azure,82.4,True,False,2.7,0,1.0,107921.0,0.0,1.0,1.0,0.0,1,5.695414224985685
POL-2021200,INS-10100,Credit Union,NCUA,Midwest,2021-12-25,2022-12-25,2021,77.6,350,182.2,15,0.127,117165,False,True,0.0,FIS,40,On-Prem,90.9,True,True,4.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.364371699435161
POL-2021201,INS-10101,Regional Bank,SEC,Southeast,2022-07-08,2023-07-08,2022,972.6,1877,10326.9,25,0.391,2275724,False,True,0.0,Fiserv,43,GCP,90.6,True,True,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.881000541673317
POL-2021202,INS-10102,Regional Bank,NCUA,National,2022-10-12,2023-10-12,2022,939.1,4827,13826.7,5,0.083,962086,False,True,0.0,In-House,40,Azure,68.1,True,False,2.8,1,2.0,306483.0,92607.0,0.0,0.0,0.0,1,6.845986252584505
POL-2021203,INS-10103,National Bank,FRB,National,2024-10-07,2025-10-07,2024,17485.4,67736,217325.5,500,21.208,377599375,False,True,0.0,Other,20,GCP,75.6,True,False,3.4,1,1.0,1865775.0,8001.0,4.0,0.0,1.0,1,9.76917871492241
POL-2021204,INS-10104,Asset Manager,SEC,Midwest,2022-02-17,2023-02-17,2022,470.3,4050,743.7,25,1.14,1074793,True,False,1.4,,125,AWS,63.9,False,True,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.155494833929685
POL-2021205,INS-10105,Broker-Dealer,FINRA,National,2023-03-15,2024-03-14,2023,524.4,1339,1372.1,10,0.196,937814,True,False,0.0,,39,Hybrid,67.9,False,True,4.8,1,0.0,0.0,0.0,1.0,0.0,1.0,0,6.26415987725144
POL-2021206,INS-10106,Regional Bank,CFPB,Midwest,2022-01-06,2023-01-06,2022,888.5,7042,11666.5,5,0.216,953553,False,True,0.0,In-House,87,AWS,92.6,True,True,3.3,0,0.0,0.0,0.0,4.0,1.0,1.0,0,6.7906595071058895
POL-2021207,INS-10107,Community Bank,NCUA,West,2024-03-25,2025-03-25,2024,77.1,238,993.0,1,0.042,27852,False,True,0.0,Finastra,80,On-Prem,97.2,True,True,3.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,4.35799005684564
POL-2021208,INS-10108,Community Bank,State,Midwest,2022-10-11,2023-10-11,2022,78.9,172,633.4,10,0.052,97548,False,True,0.0,FIS,23,Azure,56.1,True,False,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.380775852772229
POL-2021209,INS-10109,Asset Manager,State,Southeast,2023-07-25,2024-07-24,2023,3220.3,9808,3225.8,5,0.117,3815129,True,False,2.7,,21,Hybrid,86.3,True,True,1.3,0,0.0,0.0,0.0,3.0,0.0,1.0,0,8.07754028377083
POL-2021210,INS-10110,Hedge Fund,FRB,Northeast,2024-04-19,2025-04-19,2024,331.6,906,707.4,25,0.235,1262446,True,False,0.0,,20,AWS,88.3,True,False,2.4,0,0.0,0.0,0.0,1.0,0.0,0.0,0,5.806940566758827
POL-2021211,INS-10111,Fintech-Payments,SEC,Southeast,2023-07-06,2024-07-05,2023,596.6,2939,1338.8,10,0.388,1208589,False,True,0.0,,39,Azure,94.8,False,True,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.392921633818608
POL-2021212,INS-10112,Regional Bank,FINRA,Southeast,2021-04-14,2022-04-14,2021,699.1,3749,8373.9,1,0.049,236477,False,True,0.0,In-House,36,Hybrid,70.0,True,True,4.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.551223181983152
POL-2021213,INS-10113,Asset Manager,State,Southwest,2022-02-16,2023-02-16,2022,455.0,2358,660.1,10,0.232,654779,True,False,8.2,,17,On-Prem,90.1,True,False,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.1224928095143865
POL-2021214,INS-10114,Fintech-Payments,State,Southwest,2020-07-05,2021-07-05,2020,186.0,1004,546.6,5,0.201,236919,False,True,0.0,,7,GCP,77.1,False,False,2.6,1,2.0,911890.0,236639.0,2.0,0.0,2.0,1,5.231108616854587
POL-2021215,INS-10115,Insurance Carrier,NCUA,National,2023-10-13,2024-10-12,2023,7352.4,35101,14593.4,100,1.936,43839044,False,False,0.0,,7,Hybrid,68.3,True,False,3.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,8.902918070281423
POL-2021216,INS-10116,Community Bank,OCC,West,2021-06-12,2022-06-12,2021,16.7,53,226.4,5,0.106,14682,False,True,0.0,Finastra,11,On-Prem,97.8,False,False,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.8735646395797834
POL-2021217,INS-10117,Regional Bank,OCC,Midwest,2021-01-07,2022-01-07,2021,1811.0,5709,22210.5,5,0.224,1875322,False,True,0.0,Temenos,58,Azure,80.8,True,True,4.6,0,0.0,0.0,0.0,4.0,0.0,1.0,0,7.502186486602924
POL-2021218,INS-10118,National Bank,OCC,Southeast,2023-01-09,2024-01-09,2023,5363.1,27591,61898.1,250,7.949,74721679,False,True,0.0,Temenos,8,Hybrid,88.6,True,True,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.587483887031672
POL-2021219,INS-10119,Regional Bank,OCC,Southeast,2020-11-28,2021-11-28,2020,1063.3,4260,10513.3,5,0.206,1096967,False,True,0.0,Jack Henry,22,Azure,65.9,True,True,4.0,1,0.0,0.0,0.0,1.0,0.0,1.0,0,6.9700725850469984
POL-2021220,INS-10120,Asset Manager,OCC,Midwest,2023-11-22,2024-11-21,2023,1720.4,15123,3901.8,5,0.124,1862711,True,False,2.6,,40,AWS,90.5,True,False,3.6,0,0.0,0.0,0.0,2.0,0.0,0.0,0,7.450893192215374
POL-2021221,INS-10121,Asset Manager,CFPB,Southeast,2022-08-23,2023-08-23,2022,512.3,1517,1453.0,5,0.206,471034,True,False,29.9,,159,On-Prem,90.0,True,True,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.2408604695662575
POL-2021222,INS-10122,Broker-Dealer,FINRA,West,2021-01-11,2022-01-11,2021,488.2,2688,1431.1,100,2.116,3561325,True,False,0.0,,20,On-Prem,93.4,True,True,1.2,1,0.0,0.0,0.0,2.0,1.0,0.0,0,6.192771403813017
POL-2021223,INS-10123,Regional Bank,CFPB,Midwest,2023-08-12,2024-08-11,2023,638.0,4678,8968.8,1,0.025,267736,False,True,0.0,Temenos,29,GCP,79.4,True,False,4.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.459904454377535
POL-2021224,INS-10124,Regional Bank,OCC,Southwest,2022-03-10,2023-03-10,2022,287.7,1555,3287.8,5,0.176,271098,False,True,0.0,Jack Henry,59,GCP,91.6,True,True,2.8,0,1.0,297270.0,183563.0,0.0,0.0,0.0,1,5.665388086668889
POL-2021225,INS-10125,National Bank,OCC,West,2020-09-24,2021-09-24,2020,13981.8,57283,173347.1,50,1.143,68565448,False,True,0.0,FIS,64,Azure,81.7,True,False,2.8,0,0.0,0.0,0.0,4.0,1.0,3.0,0,9.545583281856246
POL-2021226,INS-10126,Investment Bank,FDIC,West,2022-06-15,2023-06-15,2022,5781.3,8425,84051.6,50,1.614,32002657,False,False,0.0,Temenos,22,AWS,86.9,True,True,2.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.662556806391146
POL-2021227,INS-10127,Regional Bank,FDIC,Midwest,2020-07-17,2021-07-17,2020,545.1,971,4958.7,250,6.011,6734247,False,True,0.0,In-House,37,GCP,75.0,True,True,3.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.302802109158108
POL-2021228,INS-10128,Credit Union,NCUA,Northeast,2022-12-21,2023-12-21,2022,99.2,261,112.6,15,0.23,172016,False,True,0.0,Other,25,On-Prem,94.8,False,False,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.607168188650764
POL-2021229,INS-10129,Hedge Fund,FINRA,Northeast,2022-10-17,2023-10-17,2022,611.2,1293,1698.5,10,0.06,1163245,True,False,0.0,,13,GCP,70.9,True,True,2.5,1,1.0,191814.0,85640.0,1.0,0.0,0.0,1,6.417059026511312
POL-2021230,INS-10130,Credit Union,NCUA,Midwest,2022-12-23,2023-12-23,2022,93.0,673,265.9,25,1.082,241650,False,True,0.0,Finastra,4,AWS,30.0,True,False,3.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.543294782270004
POL-2021231,INS-10131,Broker-Dealer,FINRA,Midwest,2022-01-14,2023-01-14,2022,626.1,4722,842.4,2,0.055,468972,True,False,0.0,,71,GCP,80.0,True,False,3.9,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.441106017548975
POL-2021232,INS-10132,Broker-Dealer,FINRA,West,2020-04-08,2021-04-08,2020,737.8,6704,1011.0,1,0.025,381448,True,False,0.0,,94,GCP,85.5,True,False,5.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0,6.605027248325085
POL-2021233,INS-10133,Asset Manager,State,West,2023-11-20,2024-11-19,2023,970.6,5568,1239.2,5,0.234,1117482,True,False,6.6,,42,AWS,61.7,True,True,3.2,1,0.0,0.0,0.0,4.0,0.0,1.0,0,6.878944197128018
POL-2021234,INS-10134,Fintech-Payments,State,West,2021-08-28,2022-08-28,2021,777.0,3084,944.6,15,0.444,2216556,False,True,0.0,,108,Azure,87.2,True,True,2.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0,6.656726524178391
POL-2021235,INS-10135,Regional Bank,FRB,Northeast,2024-02-21,2025-02-20,2024,1363.5,10104,17870.7,10,0.299,1801782,False,True,0.0,Fiserv,124,Hybrid,80.3,True,True,3.8,1,0.0,0.0,0.0,1.0,0.0,0.0,0,7.218543340148393
POL-2021236,INS-10136,Community Bank,FRB,West,2023-01-05,2024-01-05,2023,72.9,197,612.2,10,0.404,84608,False,True,0.0,Jack Henry,36,Hybrid,89.5,True,False,3.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0,4.302712827954156
POL-2021237,INS-10137,Regional Bank,OCC,Southwest,2022-09-24,2023-09-24,2022,1040.5,2495,12996.3,10,0.302,1524609,False,True,0.0,Finastra,65,Azure,72.1,True,False,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.948417260701027
POL-2021238,INS-10138,Regional Bank,SEC,Southeast,2023-04-07,2024-04-06,2023,417.4,2601,4820.7,500,17.309,5849233,False,True,0.0,Other,31,Azure,99.1,True,False,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.0364379127507135
POL-2021239,INS-10139,Custodian Bank,FDIC,Midwest,2024-07-12,2025-07-12,2024,15362.5,46485,183539.5,250,5.4,158674056,False,False,2.0,Jack Henry,102,GCP,86.8,True,False,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.639749845327806
POL-2021240,INS-10140,Insurance Carrier,FINRA,Southwest,2022-09-18,2023-09-18,2022,1329.1,12091,2649.9,10,0.443,2215358,False,False,0.0,,65,On-Prem,93.8,True,True,4.4,0,0.0,0.0,0.0,2.0,0.0,0.0,0,7.19300940635925
POL-2021241,INS-10141,Credit Union,NCUA,West,2021-03-13,2022-03-13,2021,68.7,117,186.1,5,0.049,68504,False,True,0.0,Other,42,GCP,87.3,True,False,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.244200317766478
POL-2021242,INS-10142,Insurance Carrier,State,Southwest,2020-07-19,2021-07-19,2020,1975.0,6688,5604.8,15,0.554,3292886,False,False,0.0,,47,Azure,89.0,True,False,3.5,0,1.0,1219948.0,822234.0,1.0,1.0,0.0,1,7.588829878307813
POL-2021243,INS-10143,Regional Bank,FDIC,Southwest,2024-09-03,2025-09-03,2024,3265.6,16399,42409.6,10,0.058,5382997,False,True,0.0,FIS,38,GCP,83.7,True,True,3.4,0,0.0,0.0,0.0,1.0,0.0,0.0,0,8.09150496761904
POL-2021244,INS-10144,Broker-Dealer,FINRA,Southeast,2020-06-01,2021-06-01,2020,1795.8,7298,3919.1,15,0.551,3675895,True,False,0.0,,47,Azure,93.6,True,False,2.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.493762583984179
POL-2021245,INS-10145,Community Bank,SEC,Northeast,2023-12-07,2024-12-06,2023,84.7,261,1058.1,5,0.053,85157,False,True,0.0,FIS,42,Azure,68.7,True,True,2.7,2,0.0,0.0,0.0,0.0,0.0,0.0,0,4.450852825603734
POL-2021246,INS-10146,Insurance Carrier,NCUA,West,2023-04-26,2024-04-25,2023,4085.7,12578,6447.6,2,0.088,2421346,False,False,0.0,,11,AWS,64.7,True,False,1.9,0,2.0,424168.0,267197.0,2.0,1.0,1.0,1,8.31549307739568
POL-2021247,INS-10147,Fintech-Lending,State,Northeast,2021-04-15,2022-04-15,2021,272.4,933,362.6,15,0.576,857851,False,False,0.0,,36,AWS,40.0,True,True,2.8,0,0.0,0.0,0.0,4.0,2.0,2.0,0,5.610935924289849
POL-2021248,INS-10148,Asset Manager,SEC,West,2023-07-03,2024-07-02,2023,550.3,4710,1002.5,25,0.889,1367828,False,False,0.4,,20,AWS,66.5,True,False,2.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.312279125595638
POL-2021249,INS-10149,Custodian Bank,FRB,Southwest,2020-08-16,2021-08-16,2020,5643.0,15823,49795.8,25,0.772,14601014,False,False,34.5,Other,87,AWS,60.3,True,False,3.7,0,0.0,0.0,0.0,3.0,0.0,2.0,0,8.638348312972704
POL-2021250,INS-10150,Asset Manager,FRB,West,2023-07-26,2024-07-25,2023,654.0,1816,1580.6,2,0.025,424159,False,False,3.4,,101,AWS,67.8,True,True,3.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.484635235635252
POL-2021251,INS-10151,Broker-Dealer,FINRA,National,2021-04-26,2022-04-26,2021,965.7,6481,1794.4,10,0.085,1822686,True,False,0.0,,17,AWS,82.8,True,False,3.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.87388820947056
POL-2021252,INS-10152,Insurance Carrier,CFPB,Southwest,2022-06-10,2023-06-10,2022,2648.5,19354,5022.8,15,0.689,4351301,False,False,0.0,,18,GCP,55.7,True,True,1.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,7.8821262219328165
POL-2021253,INS-10153,Fintech-Payments,CFPB,West,2021-09-10,2022-09-10,2021,342.6,1729,527.0,1,0.025,168948,False,True,0.0,,24,GCP,72.3,True,True,2.8,1,1.0,38123.0,25611.0,2.0,1.0,1.0,1,5.839478190110101
POL-2021254,INS-10154,Insurance Carrier,NCUA,National,2024-11-10,2025-11-10,2024,4424.2,13276,6351.1,10,0.102,7299878,False,False,0.0,,143,GCP,91.1,True,False,1.0,0,2.0,460997.0,0.0,0.0,0.0,0.0,1,8.395070754160756
POL-2021255,INS-10155,Regional Bank,FINRA,Northeast,2024-05-28,2025-05-28,2024,344.8,1325,4836.0,5,0.202,375466,False,True,0.0,Other,20,Azure,95.8,True,True,3.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.84586057324919
POL-2021256,INS-10156,Regional Bank,State,Southwest,2022-12-17,2023-12-17,2022,945.2,2660,12196.2,15,0.748,1886118,False,True,0.0,Finastra,31,Azure,98.9,False,False,2.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.852453963197048
POL-2021257,INS-10157,Hedge Fund,NCUA,West,2024-06-17,2025-06-17,2024,238.5,868,259.9,5,0.141,304441,True,False,0.0,,22,On-Prem,93.5,True,False,3.1,0,1.0,529742.0,271531.0,0.0,0.0,0.0,1,5.4785534168509695
POL-2021258,INS-10158,Regional Bank,FINRA,Southeast,2020-06-08,2021-06-08,2020,225.1,1291,2099.0,5,0.133,240408,False,True,0.0,Jack Henry,20,Hybrid,61.1,True,False,2.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,5.420977379283924
POL-2021259,INS-10159,Broker-Dealer,SEC,West,2022-08-15,2023-08-15,2022,1481.3,3943,4065.0,10,0.356,2364288,False,False,0.0,,44,Azure,56.2,True,True,3.9,0,0.0,0.0,0.0,2.0,0.0,1.0,0,7.301350214519814
POL-2021260,INS-10160,Regional Bank,FDIC,Northeast,2020-06-17,2021-06-17,2020,615.6,5132,5004.8,1,0.026,210843,False,True,0.0,Temenos,8,Hybrid,83.7,True,True,4.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.42422051545205
POL-2021261,INS-10161,Fintech-Payments,State,National,2021-12-21,2022-12-21,2021,288.5,1197,739.7,50,1.732,1668615,False,True,0.0,,56,On-Prem,89.5,True,False,2.3,1,0.0,0.0,0.0,1.0,0.0,1.0,0,5.66815529701305
POL-2021262,INS-10162,Community Bank,FDIC,Southeast,2022-02-24,2023-02-24,2022,87.5,292,1094.7,2,0.097,52064,False,True,0.0,Finastra,175,GCP,97.0,True,True,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.483002552013883
POL-2021263,INS-10163,Hedge Fund,OCC,National,2024-08-15,2025-08-15,2024,116.9,245,132.7,1,0.039,59322,True,False,0.0,,22,AWS,88.7,True,True,3.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.769836807543325
POL-2021264,INS-10164,Regional Bank,NCUA,Midwest,2021-02-18,2022-02-18,2021,563.8,3980,6206.8,10,0.429,837607,False,True,0.0,Finastra,38,AWS,76.4,True,False,3.4,0,1.0,35788.0,20365.0,0.0,0.0,0.0,1,6.336471686179032
POL-2021265,INS-10165,Regional Bank,NCUA,Northeast,2023-11-07,2024-11-06,2023,273.2,1893,3569.8,10,0.258,369658,False,True,0.0,Jack Henry,26,On-Prem,91.7,True,True,3.6,0,0.0,0.0,0.0,2.0,0.0,1.0,0,5.613857767128214
POL-2021266,INS-10166,Community Bank,SEC,Midwest,2024-08-17,2025-08-17,2024,123.1,655,1612.0,5,0.029,114119,False,True,0.0,Other,24,Hybrid,82.1,True,True,3.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.821087692210561
POL-2021267,INS-10167,Hedge Fund,FRB,Midwest,2022-11-15,2023-11-15,2022,602.7,4961,1015.0,2,0.089,422973,True,False,0.0,,27,Hybrid,74.3,True,True,2.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.403077385802381
POL-2021268,INS-10168,Regional Bank,NCUA,Midwest,2023-11-10,2024-11-09,2023,945.1,3321,9346.0,1,0.025,362006,False,True,0.0,In-House,59,Hybrid,81.9,True,True,3.6,0,0.0,0.0,0.0,1.0,0.0,1.0,0,6.852348271710398
POL-2021269,INS-10169,Regional Bank,FRB,West,2021-04-10,2022-04-10,2021,1017.7,7313,14911.6,10,0.164,1730120,False,True,0.0,Temenos,69,AWS,91.6,True,False,4.1,0,0.0,0.0,0.0,1.0,0.0,0.0,0,6.926282583596021
POL-2021270,INS-10170,Community Bank,State,Southeast,2021-06-06,2022-06-06,2021,83.5,477,1214.1,2,0.025,36942,False,True,0.0,Other,47,Azure,87.6,True,True,3.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.436751534363128
POL-2021271,INS-10171,Credit Union,NCUA,National,2023-11-20,2024-11-19,2023,42.8,98,117.2,25,0.218,109901,False,True,0.0,Jack Henry,6,Azure,68.4,False,True,3.5,0,1.0,286172.0,197524.0,0.0,0.0,0.0,1,3.7796338173824005
POL-2021272,INS-10172,Fintech-Lending,SEC,Midwest,2022-06-05,2023-06-05,2022,406.5,1732,960.7,5,0.099,570927,False,False,0.0,,24,GCP,81.3,True,True,2.3,0,0.0,0.0,0.0,2.0,0.0,2.0,0,6.010040932680917
POL-2021273,INS-10173,National Bank,FRB,Midwest,2023-01-25,2024-01-25,2023,22612.5,177540,224488.5,100,0.66,191659491,False,True,0.0,In-House,227,Azure,71.8,False,False,2.4,0,0.0,0.0,0.0,1.0,1.0,0.0,0,10.026302352053534
POL-2021274,INS-10174,Regional Bank,SEC,Midwest,2021-04-22,2022-04-22,2021,745.2,1874,6204.3,15,0.417,1254340,False,True,0.0,FIS,26,GCP,68.2,True,True,3.4,3,0.0,0.0,0.0,0.0,0.0,0.0,0,6.614993660787057
POL-2021275,INS-10175,Hedge Fund,SEC,Southeast,2021-04-20,2022-04-20,2021,407.8,858,1219.3,10,0.132,867042,True,False,0.0,,93,Azure,91.0,True,True,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.013226038889495
POL-2021276,INS-10176,Insurance Carrier,NCUA,Southeast,2023-01-25,2024-01-25,2023,657.7,3270,1836.2,15,0.671,1169807,False,False,0.0,,44,GCP,88.0,False,True,3.1,1,0.0,0.0,0.0,1.0,0.0,1.0,0,6.490268195646648
POL-2021277,INS-10177,Regional Bank,CFPB,Southwest,2020-11-11,2021-11-11,2020,462.4,3322,5099.3,5,0.19,532651,False,True,0.0,Jack Henry,85,AWS,89.6,True,False,3.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,6.138590611998276
POL-2021278,INS-10178,Regional Bank,FRB,West,2023-03-28,2024-03-27,2023,1230.2,6459,14742.1,2,0.05,839042,False,True,0.0,Fiserv,77,Hybrid,89.2,True,True,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.11574458252467
POL-2021279,INS-10179,Hedge Fund,OCC,Northeast,2022-09-17,2023-09-17,2022,133.4,732,189.0,25,0.246,389146,True,False,0.0,,24,GCP,82.8,False,True,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.900820428089049
POL-2021280,INS-10180,Fintech-Payments,CFPB,Midwest,2021-03-11,2022-03-11,2021,197.5,939,496.8,10,0.302,497280,False,True,0.0,,9,GCP,52.2,True,False,3.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.290789100127245
POL-2021281,INS-10181,Community Bank,State,Southwest,2024-12-01,2025-12-01,2024,66.0,309,613.0,2,0.081,32191,False,True,0.0,Temenos,132,On-Prem,89.0,True,False,2.7,0,1.0,23670.0,0.0,2.0,1.0,1.0,1,4.204692619390966
POL-2021282,INS-10182,Regional Bank,OCC,West,2024-06-01,2025-06-01,2024,687.1,1890,9597.7,10,0.352,1176077,False,True,0.0,Other,103,GCP,93.9,True,True,2.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0,6.533934176208434
POL-2021283,INS-10183,Hedge Fund,FDIC,West,2020-12-03,2021-12-03,2020,483.5,3562,1176.6,10,0.194,835953,True,False,0.0,,52,AWS,83.6,True,True,1.6,0,0.0,0.0,0.0,3.0,1.0,1.0,0,6.183117431330821
POL-2021284,INS-10184,Broker-Dealer,FINRA,National,2021-02-25,2022-02-25,2021,1401.3,5000,2972.6,15,0.52,2845421,True,False,0.0,,21,Azure,84.7,True,True,2.8,1,0.0,0.0,0.0,1.0,1.0,0.0,0,7.245869024732605
POL-2021285,INS-10185,Broker-Dealer,FINRA,Southwest,2022-08-17,2023-08-17,2022,2351.8,7888,4272.8,25,0.987,7020304,False,False,0.0,,17,Hybrid,82.2,True,False,3.8,0,0.0,0.0,0.0,2.0,2.0,0.0,0,7.763361387239786
POL-2021286,INS-10186,National Bank,OCC,West,2020-04-11,2021-04-11,2020,39532.3,174504,490350.4,100,1.199,281878892,False,True,0.0,In-House,18,GCP,74.0,True,False,2.9,2,0.0,0.0,0.0,0.0,0.0,0.0,0,10.584898633706977
POL-2021287,INS-10187,Community Bank,FRB,Southeast,2024-06-23,2025-06-23,2024,72.0,282,599.6,50,2.178,266325,False,True,0.0,Other,16,Azure,79.4,True,True,2.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0,4.290459441148391
POL-2021288,INS-10188,Regional Bank,CFPB,Northeast,2024-01-25,2025-01-24,2024,701.6,3768,9887.2,2,0.027,364522,False,True,0.0,Jack Henry,95,GCP,95.1,False,False,1.5,0,0.0,0.0,0.0,2.0,0.0,1.0,0,6.554787739831727
POL-2021289,INS-10189,Community Bank,FINRA,Midwest,2021-07-09,2022-07-09,2021,69.6,267,944.9,2,0.029,42109,False,True,0.0,FIS,82,Azure,69.9,False,False,2.6,0,0.0,0.0,0.0,1.0,0.0,1.0,0,4.257030144499196
POL-2021290,INS-10190,Regional Bank,FINRA,Southwest,2023-01-15,2024-01-15,2023,995.8,5550,12698.5,50,0.637,3477898,False,True,0.0,FIS,8,On-Prem,63.0,True,True,3.6,1,1.0,1244902.0,481017.0,0.0,0.0,0.0,1,6.904550148033189
POL-2021291,INS-10191,Fintech-Payments,SEC,West,2024-02-03,2025-02-02,2024,362.5,2028,949.8,100,3.258,3292080,False,True,0.0,,5,Hybrid,62.5,True,False,2.4,2,0.0,0.0,0.0,0.0,0.0,0.0,0,5.895779296973574
POL-2021292,INS-10192,Regional Bank,CFPB,Southwest,2023-12-20,2024-12-19,2023,365.1,1564,3318.8,5,0.058,370840,False,True,0.0,Fiserv,20,Azure,51.8,False,False,2.2,1,0.0,0.0,0.0,2.0,0.0,1.0,0,5.902906520126191
POL-2021293,INS-10193,National Bank,OCC,Southwest,2022-09-04,2023-09-04,2022,9492.9,54507,141665.2,100,4.758,62750094,False,True,0.0,Other,101,On-Prem,69.8,True,False,3.2,0,0.0,0.0,0.0,2.0,1.0,1.0,0,9.158404766087601
POL-2021294,INS-10194,National Bank,OCC,National,2022-02-14,2023-02-14,2022,27902.4,118476,366233.6,100,0.559,221477503,False,True,0.0,FIS,118,On-Prem,94.9,False,True,1.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0,10.23650382418395
POL-2021295,INS-10195,Credit Union,NCUA,Southeast,2022-01-05,2023-01-05,2022,33.1,150,36.8,25,1.234,77249,False,True,0.0,Finastra,98,AWS,66.5,True,True,3.1,1,0.0,0.0,0.0,2.0,0.0,1.0,0,3.529297384289471
POL-2021296,INS-10196,Insurance Carrier,SEC,Midwest,2020-01-20,2021-01-19,2020,3383.6,13963,8029.8,25,0.221,9314660,False,False,0.0,,49,Hybrid,93.2,True,True,2.3,2,0.0,0.0,0.0,1.0,1.0,0.0,0,8.126991009973985
POL-2021297,INS-10197,Community Bank,FRB,Midwest,2024-03-24,2025-03-24,2024,63.7,347,780.1,25,0.136,145942,False,True,0.0,FIS,65,Azure,90.2,True,True,2.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.169761201506855
POL-2021298,INS-10198,Investment Bank,FRB,Southwest,2022-05-20,2023-05-20,2022,7135.6,16670,85006.7,25,0.631,23499885,True,False,0.0,FIS,27,Azure,77.0,False,True,3.8,0,0.0,0.0,0.0,3.0,0.0,1.0,0,8.872991751442749
POL-2021299,INS-10199,National Bank,OCC,Midwest,2024-12-17,2025-12-17,2024,9983.9,25840,89332.7,25,1.031,33195660,False,True,0.0,Fiserv,33,AWS,91.0,True,True,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,9.208829230777232
