finding_id,insured_id,policy_id,examining_agency,exam_date,severity_label,control_area,finding_text
FND-50958,INS-10576,POL-2020576,SEC,2018-11-08,Medium,data loss prevention controls,An MRA has been issued related to data loss prevention controls. Examiners found that controls over fourth-party risk assessment are not commensurate with the institution's risk profile and complexity.
FND-50959,INS-10576,POL-2020576,SEC,2018-05-31,Medium,third-party risk management,The examination identified weaknesses in third-party risk management that warrant management attention. Testing revealed that documented recovery time objectives is not consistently performed across business lines. Remediation plan must be submitted.
FND-50960,INS-10906,POL-2020906,NCUA,2022-05-04,High,third-party risk management,Examiners conclude that the institution's practices in third-party risk management represent an unsafe and unsound condition. The institution has failed to timely application of security patches. A consent order is under consideration.
FND-50961,INS-10906,POL-2020906,NCUA,2021-11-01,Medium,business continuity planning,An MRA has been issued related to business continuity planning. Examiners found that controls over log retention and review are not commensurate with the institution's risk profile and complexity.
FND-50962,INS-10287,POL-2021387,FINRA,2023-08-07,Medium,cloud security governance,"Examiners identified deficiencies in the institution's cloud security governance. Specifically, the institution lacks documented procedures for testing of incident response procedures. Matters Requiring Attention (MRA) is being issued. Management response is required within 90 days."
FND-50963,INS-10287,POL-2021387,FINRA,2022-11-28,Low,vulnerability management,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in vulnerability management, which management has committed to address by next examination cycle."
FND-50964,INS-11091,POL-2021091,FINRA,2021-08-22,Medium,patch management program,The examination identified weaknesses in patch management program that warrant management attention. Testing revealed that multi-factor authentication for administrative access is not consistently performed across business lines. Remediation plan must be submitted.
FND-50965,INS-11091,POL-2021091,FINRA,2020-12-30,Medium,vulnerability management,An MRA has been issued related to vulnerability management. Examiners found that controls over multi-factor authentication for administrative access are not commensurate with the institution's risk profile and complexity.
FND-50966,INS-10943,POL-2020943,FINRA,2020-11-14,Medium,privileged access controls,An MRA has been issued related to privileged access controls. Examiners found that controls over log retention and review are not commensurate with the institution's risk profile and complexity.
FND-50967,INS-10943,POL-2020943,FINRA,2021-02-16,Low,vulnerability management,"Examiners noted that the institution's information security program is generally satisfactory. Minor deficiencies were identified in vulnerability management, which management has committed to address by next examination cycle."
FND-50968,INS-10290,POL-2020290,State,2019-02-21,Medium,vulnerability management,The examination identified weaknesses in vulnerability management that warrant management attention. Testing revealed that segregation of duties in critical systems is not consistently performed across business lines. Remediation plan must be submitted.
